Реестровый номер контракта,Ссылка на контракт,Цена контракта,Полное наименование заказчика,Сокращенное наименование заказчика,ИНН,Дата начала исполнения контракта,Дата окончания исполнения контракта,Наименование поставщика,ИНН поставщика,Адрес поставщика,Телефон поставщика,Почта Поставщика,
№ 3503107821421000105,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3503107821421000105,"2 928 122,58 ₽",УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ БОГОРОДСКОГО ГОРОДСКОГО ОКРУГА,УПРАВЛЕНИЕ ЖКХ АДМИНИСТРАЦИИ БОГОРОДСКОГО ГОРОДСКОГО ОКРУГА,5031078214,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОКНА-ПЛАСТ"" (ООО ""ОКНА-ПЛАСТ"")",3305061155,"601900, ОБЛ ВЛАДИМИРСКАЯ 33, Г КОВРОВ, УЛ ПЕРВОМАЙСКАЯ, 21, 18",7-000-0000000,olegdaderkin@mail.ru,
№ 3503229275721000019,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3503229275721000019,"33 441 518,60 ₽",КОМИТЕТ ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА АДМИНИСТРАЦИИ ОДИНЦОВСКОГО ГОРОДСКОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ,КФКИС,5032292757,08.11.21,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СРК ГАРАНТИЯ КАЧЕСТВА"" (ООО ""СРК ГАРАНТИЯ КАЧЕСТВА"")",7724896546,"115201, Г МОСКВА 77, ПЕР 2-Й КОТЛЯКОВСКИЙ, ДОМ 18, ЭТАЖ 4 ПОМЕЩЕНИЕ II КОМНАТА 36",7-495-2815165,mail@srk-gk.ru,
№ 2771593628821000050,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771593628821000050,"18 093 348,73 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ТЕРРИТОРИАЛЬНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ ""БИБИРЕВО""","ГБУ ТЦСО ""БИБИРЕВО""",7715936288,09.11.21,31.12.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ЧАСТНОЕ ОХРАННОЕ ПРЕДПРИЯТИЕ ""БАЯРД-ПУЛЬТОВАЯ ОХРАНА"" (ООО ""ЧОП ""БАЯРД-ПУЛЬТОВАЯ ОХРАНА"")",7722593458,"109542, Г МОСКВА 77, ПР-КТ РЯЗАНСКИЙ, ДОМ 86/1, СТРОЕНИЕ 1, ЭТ 5 КАБ 5",+7 (495) 777-13-24,lastochkin.rn@bayard-security.ru,
№ 2771303416421000625,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771303416421000625,"4 138 541,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ В.В. ВЕРЕСАЕВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМ. В.В. ВЕРЕСАЕВА ДЗМ""",7713034164,22.11.21,31.12.21,ИЩЕНКО МИХАИЛ АЛЕКСЕЕВИЧИндивидуальный предприниматель,770372014624,- Москва 77,+7 (926) 215-76-09,implanty.ipm@yandex.ru,
№ 2771904680021000629,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771904680021000629,"983 230,26 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Ф.И. ИНОЗЕМЦЕВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМ. Ф.И. ИНОЗЕМЦЕВА ДЗМ""",7719046800,08.11.21,07.05.22,СМИРНОВ ДМИТРИЙ АНАТОЛЬЕВИЧИндивидуальный предприниматель,890306195719,"ОБЛ МОСКОВСКАЯ 50, Г ВИДНОЕ, Д СУХАНОВО",+7 (925) 706-18-68,smirnov@trauma-msk.ru,
№ 1770266731021000176,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770266731021000176,"3 240 000,00 ₽",МОСКОВСКО-ОКСКОЕ ТЕРРИТОРИАЛЬНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОГО АГЕНТСТВА ПО РЫБОЛОВСТВУ,МОСКОВСКО-ОКСКОЕ ТЕРРИТОРИАЛЬНОЕ УПРАВЛЕНИЕ РОСРЫБОЛОВСТВА,7702667310,08.11.2021,31.12.2021,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСБОТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСБОТ"")",7751011190,"142172, Г МОСКВА 77, Г ЩЕРБИНКА, УЛ ОСТАФЬЕВСКАЯ, ДОМ 4А",7-495-7408898,director@rusboat.ru,
№ 2771609955421001239,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771609955421001239,"8 608 367,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА №40 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ №40 ДЗМ""",7716099554,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВК"" (ООО ""АВК"")",7736622807,"117312, Г МОСКВА 77, УЛ ВАВИЛОВА, ДОМ 13А, ПОМ. I КОМ.2",+7 (985) 235-65-98,avk1314@mail.ru,
№ 2771066180121000258,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771066180121000258,"5 464 299,87 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ТЕХНИЧЕСКИЙ ЦЕНТР ДЕПАРТАМЕНТА КУЛЬТУРЫ ГОРОДА МОСКВЫ""","ГКУ ""ТЕХНИЧЕСКИЙ ЦЕНТР ДЕПАРТАМЕНТА КУЛЬТУРЫ ГОРОДА МОСКВЫ""",7710661801,08.11.21,30.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УРЦИМИ"" (ООО ""УРЦИМИ"")",8603222174,"628615, АО ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА 86, Г НИЖНЕВАРТОВСК, УЛ ИНТЕРНАЦИОНАЛЬНАЯ, ДОМ 39, ПОМЕЩЕНИЕ 1002",+7 (996) 326-38-73,alekulov@ursimi.ru,
№ 2770912942321000478,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770912942321000478,"1 248 468,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ И.В. ДАВЫДОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМ. И.В. ДАВЫДОВСКОГО ДЗМ""",7709129423,15.11.21,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИОКАРДИУМ"" (ООО ""МИОКАРДИУМ"")",5029261741,"141001, ОБЛ. МОСКОВСКАЯ 50, Г. Мытищи, УЛ. 1-Я ВОКЗАЛЬНАЯ, Д. 8, ПОМЕЩ. 2",+7 (901) 549-36-56,myocardium.tender@mail.ru,
№ 2772978738921000084,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772978738921000084,"1 063 375,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА ПРОСПЕКТ ВЕРНАДСКОГО""","ГБУ ""ЖИЛИЩНИК РАЙОНА ПРОСПЕКТ ВЕРНАДСКОГО""",7729787389,09.11.21,31.12.21,ЗИМИН АЛЕКСАНДР ЮРЬЕВИЧИндивидуальный предприниматель,26402301403,"Область Московская 50, Город Долгопрудный",+7 (925) 772-22-90,ziminau@mail.ru,
№ 2770701146521000438,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770701146521000438,"9 751 500,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 24 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ № 24 ДЗМ""",7707011465,10.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМАРТЛАБ"" (ООО ""СМАРТЛАБ"")",7713447235,"127247, Г МОСКВА 77, Ш ДМИТРОВСКОЕ, ДОМ 100, СТРОЕНИЕ 2, ЭТАЖ 1 ОФИС 3122",+7 (985) 007-62-67,ooo.smartlab@gmail.com,
№ 2770701146521000437,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770701146521000437,"9 990 000,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 24 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ № 24 ДЗМ""",7707011465,10.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛАБСТОР"" (ООО ""ЛАБСТОР"")",9718102446,"107014, Г МОСКВА 77, УЛ ЕГЕРСКАЯ, ДОМ 1, ЭТАЖ 1 ПОМ IIIА КОМН 3 ОФ 7",+7 (926) 428-37-49,raisssa1000@gmail.com,
№ 1771003036221000272,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1771003036221000272,"120 000 000,00 ₽",ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ- МОСКОВСКОЕ ОБЛАСТНОЕ РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ФОНДА СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ,ГУ-МОСКОВСКОЕ ОБЛАСТНОЕ РО ФОНДА СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ,7710030362,10.11.21,30.12.21,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЦИТО"" (ФГУП ""ЦИТО"")",7713059338,"127299, Г. МОСКВА 77, УЛ. ПРИОРОВА, Д. 10, СТР. 7",7-495-4506622,konkurs@cito-pro.ru,
№ 2771408263621001317,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771408263621001317,"1 231 560,00 ₽",ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ С.П. БОТКИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ,ГБУЗ ГКБ ИМ. С.П. БОТКИНА ДЗМ,7714082636,01.01.22,31.12.22,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""САЛИСМЕД"" (АО ""САЛИСМЕД"")",9718090920,"107014, Г МОСКВА 77, УЛ ЕГЕРСКАЯ, ДОМ 1, ЭТ 1 ПОМ IIIА КОМ 5 ОФ 23",+7 (499) 714-70-17,tender@salismed.ru,
№ 1770201740021000006,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770201740021000006,"1 280 000,00 ₽","ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННОГО ЗАКАЗЧИКА ПРОГРАММ РАЗВИТИЯ МОРСКОГО ТРАНСПОРТА""","ФКУ ""ДИРЕКЦИЯ ГОСЗАКАЗЧИКА""",7702017400,01.12.21,24.01.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИЗНЕС-ПАРК ""РУБЛЕВО"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИЗНЕС-ПАРК ""РУБЛЕВО"")",5032183437,"123104, Г МОСКВА 77, ПЕР БОЛЬШОЙ ПАЛАШЁВСКИЙ, 11, 1",7-916-1353353,79161353353@ya.ru,
№ 2773114789021000180,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773114789021000180,"5 276 733,33 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР СПЕЦИАЛИЗИРОВАННОЙ МЕДИЦИНСКОЙ ПОМОЩИ ДЕТЯМ ИМЕНИ В.Ф. ВОЙНО-ЯСЕНЕЦКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""НПЦ СПЕЦ.МЕД.ПОМОЩИ ДЕТЯМ ДЗМ""",7731147890,11.11.21,28.02.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮМИКС"" (ООО ""ЮМИКС"")",9718145640,"107023, Г МОСКВА 77, УЛ СУВОРОВСКАЯ, ДОМ 19, СТРОЕНИЕ 2, ЭТ 2 КОМ 5",+7 (925) 722-95-40,info@umix-mk.ru,
№ 1507701819021000120,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1507701819021000120,"999 539,06 ₽","ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ""ГОСУДАРСТВЕННЫЙ НАУЧНЫЙ ЦЕНТР ПРИКЛАДНОЙ МИКРОБИОЛОГИИ И БИОТЕХНОЛОГИИ"" ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗОРУ В СФЕРЕ ЗАЩИТЫ ПРАВ ПОТРЕБИТЕЛЕЙ И БЛАГОПОЛУЧИЯ ЧЕЛОВЕКА",ФБУН ГНЦ ПМБ,5077018190,10.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ХЕЛИКОН"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ХЕЛИКОН"")",7704543951,"119619, Г МОСКВА 77, ПРОЕЗД НОВОМЕЩЕРСКИЙ, ДОМ 9, СТРОЕНИЕ 1, КОМНАТА 11",7-499-7055050,a.kolesnik@helicon.ru,
№ 2770404312321000033,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770404312321000033,"5 638 380,00 ₽",МОСКОВСКИЙ ГОРОДСКОЙ ФОНД ОБЯЗАТЕЛЬНОГО МЕДИЦИНСКОГО СТРАХОВАНИЯ,МГФОМС,7704043123,09.11.21,31.12.21,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДИАЛОГНАУКА"" (АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДИАЛОГНАУКА"")",7701102564,"105066, Г МОСКВА 77, ПРОЕЗД ЕЛОХОВСКИЙ, ДОМ 3, СТРОЕНИЕ 2",7-495-9806775,info@dialognauka.ru,
№ 2773305412021000350,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773305412021000350,"1 572 103,98 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ТУБЕРКУЛЕЗНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 3 ИМЕНИ ПРОФЕССОРА Г.А. ЗАХАРЬИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ТКБ № 3 ДЗМ""",7733054120,10.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЙБИАРМЕД"" (ООО ""ЭБАМ"")",7720762076,"127521, Г МОСКВА 77, УЛ ВЕТКИНА, ДОМ 2, СТРОЕНИЕ 16, ПОМЕЩЕНИЕ 103",+7 (495) 488-66-47,ma@abrmed.ru,
№ 2770988660021000403,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770988660021000403,"2 798 198,40 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АВТОМОБИЛЬНЫЕ ДОРОГИ ЦЕНТРАЛЬНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","ГБУ ""АВТОМОБИЛЬНЫЕ ДОРОГИ ЦАО""",7709886600,09.11.21,31.12.22,СИДОРОВА НЕЛЯ НИКОЛАЕВНАИндивидуальный предприниматель,680500585387,"ОБЛ ТАМБОВСКАЯ 68, Р-Н ИНЖАВИНСКИЙ, РАБОЧИЙ ПО ИНЖАВИНО",+7 (980) 788-88-87,sidorovann68@yandex.ru,
№ 2771087800021000144,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771087800021000144,"328 462 708,02 ₽",ДЕПАРТАМЕНТ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ ГОРОДА МОСКВЫ,,7710878000,09.11.21,31.12.21,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ"" (ПАО ""РОСТЕЛЕКОМ"")",7707049388,"191167, Г. САНКТ-ПЕТЕРБУРГ 78, НАБ. СИНОПСКАЯ, Д. 14, ЛИТЕРА А",+7 (499) 998-19-98,tender.mmt@rt.ru,
№ 4770238802721000143,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=4770238802721000143,"1 474 549 655,00 ₽","ГОСУДАРСТВЕННАЯ КОРПОРАЦИЯ ПО КОСМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ ""РОСКОСМОС""","ГОСКОРПОРАЦИЯ ""РОСКОСМОС""",7702388027,01.01.22,31.12.25,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТРАЛЬНЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ МАШИНОСТРОЕНИЯ"" (АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТРАЛЬНЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ МАШИНОСТРОЕНИЯ"")",5018200994,"141070, ОБЛ МОСКОВСКАЯ 50, Г КОРОЛЁВ, УЛ ПИОНЕРСКАЯ, ДОМ 4, КОРПУС 22",8-495-5135951,corp@tsniimash.ru,
№ 2773506919221000568,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773506919221000568,"1 009 410,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ М.П. КОНЧАЛОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМ. М.П. КОНЧАЛОВСКОГО ДЗМ""",7735069192,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕНИТЕКС"" (ООО ""ВЕНИТЕКС"")",7743234629,"125167, Г МОСКВА 77, ПР-КТ ЛЕНИНГРАДСКИЙ, ДОМ 37, КОРПУС 9, ПОМЕЩЕНИЕ XXIIIКОМ 29-30 ЭТ 3",+7 (495) 721-81-17,info@veniteks.ru,
№ 2770176553021000015,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770176553021000015,"2 686 400,00 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""НОВЫЕ ТЕХНОЛОГИИ УПРАВЛЕНИЯ""","ГКУ ""НОВЫЕ ТЕХНОЛОГИИ УПРАВЛЕНИЯ""",7701765530,01.12.21,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЧАСТНОЕ ОХРАННОЕ ПРЕДПРИЯТИЕ ""СИГМА"" (ООО ЧОП ""СИГМА"")",5003049892,"142720, ОБЛ МОСКОВСКАЯ 50, Г ВИДНОЕ, РАБОЧИЙ ПО БОБРОВО, УЛ КРЫМСКАЯ, ДОМ 17, КОРПУС 1, ПОМ 4",8 800 707-75-67,Sigma-centr@yandex.ru,
№ 2770302732021000296,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770302732021000296,"1 493 725,56 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 9 ИМ. Г.Н. СПЕРАНСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ДГКБ № 9 ИМ. Г.Н. СПЕРАНСКОГО ДЗМ""",7703027320,08.11.21,21.04.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИАВЕНДОР"" (ООО ""ДИАВЕНДОР"")",7734704331,"123060, Г МОСКВА 77, УЛ МАРШАЛА БИРЮЗОВА, 28, 30",+7 (495) 960-11-14,diavendor@gmail.com,
№ 2770302732021000295,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770302732021000295,"1 497 219,28 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 9 ИМ. Г.Н. СПЕРАНСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ДГКБ № 9 ИМ. Г.Н. СПЕРАНСКОГО ДЗМ""",7703027320,08.11.21,21.02.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИАВЕНДОР"" (ООО ""ДИАВЕНДОР"")",7734704331,"123060, Г МОСКВА 77, УЛ МАРШАЛА БИРЮЗОВА, 28, 30",+7 (495) 960-11-14,diavendor@gmail.com,
№ 2771808494821000362,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771808494821000362,"2 992 740,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ПСИХИАТРИЧЕСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 4 ИМ. П. Б. ГАННУШКИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ПКБ № 4 ДЗМ""",7718084948,01.01.22,31.12.22,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСЭНЕРГОСБЫТ"" (АО ""МОСЭНЕРГОСБЫТ"")",7736520080,"117312, Г МОСКВА 77, УЛ ВАВИЛОВА, 9",+7 (499) 550-03-33,zhigovskaya_eg@mosenergosbyt.ru,
№ 2770302732021000294,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770302732021000294,"1 482 995,14 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 9 ИМ. Г.Н. СПЕРАНСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ДГКБ № 9 ИМ. Г.Н. СПЕРАНСКОГО ДЗМ""",7703027320,08.11.21,21.04.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНКОР"" (ООО ""АНКОР"")",7725774893,"115419, Г. МОСКВА 77, УЛ. ОРДЖОНИКИДЗЕ, Д. 11, СТР. 10, ЭТАЖ 1, ПОМЕЩ. V КОМ. 11",+7 (495) 333-90-10,ankor_med@mail.ru,
