Реестровый номер контракта,Ссылка на контракт,Цена контракта,Полное наименование заказчика,Сокращенное наименование заказчика,ИНН,Дата начала исполнения контракта,Дата окончания исполнения контракта,Наименование поставщика,ИНН поставщика,Адрес поставщика,Телефон поставщика,Почта Поставщика,
№ 2501709985421000044,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2501709985421000044,"1 030 920,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА ""ИСТИНА""","ГБУ МО ""СШОР ""ИСТИНА""",5017099854,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""МОСОБЛГАЗПОСТАВКА"" (ООО  ""МОСОБЛГАЗПОСТАВКА"")",5032242379,"143026, ОБЛ МОСКОВСКАЯ 50, Г ОДИНЦОВО, РАБОЧИЙ ПО НОВОИВАНОВСКОЕ, Ш МОЖАЙСКОЕ, ВЛАДЕНИЕ 165, ПОМЕЩЕНИЕ 4(2ЭТАЖ)",8-495-9419917,info@gazpost.ru,
№ 2770205109421000047,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770205109421000047,"3 490 000,00 ₽",ГОСУДАРСТВЕННАЯ ЖИЛИЩНАЯ ИНСПЕКЦИЯ ГОРОДА МОСКВЫ,МОСЖИЛИНСПЕКЦИЯ,7702051094,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРУППА ""ЮРИДИЧЕСКАЯ И СТРОИТЕЛЬНО-ТЕХНИЧЕСКАЯ ЭКСПЕРТИЗА"" (ООО ""ГРУППА Ю.С.Т.Э."")",7702798915,"127051, Г МОСКВА 77, Б-Р ЦВЕТНОЙ, 22, СТР.5, ОФИС 27-28",+7 (495) 955-90-49,info@group-uste.ru,
№ 1772409246421000297,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1772409246421000297,"1 360 320,00 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ НАУЧНО-КЛИНИЧЕСКИЙ ЦЕНТР ДЕТЕЙ И ПОДРОСТКОВ ФЕДЕРАЛЬНОГО МЕДИКО-БИОЛОГИЧЕСКОГО АГЕНТСТВА""","ФГБУ ""ФНКЦ ДЕТЕЙ И ПОДРОСТКОВ ФМБА РОССИИ""",7724092464,08.11.21,31.03.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТЛАНТМЕД"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТЛАНТМЕД"")",7726449712,"117534, Г МОСКВА 77, УЛ АКАДЕМИКА ЯНГЕЛЯ, ДОМ 3, КВАРТИРА 121",7-905-5255247,info@atl-med.ru,
№ 2773506919221000558,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773506919221000558,"1 499 688,92 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ М.П. КОНЧАЛОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМ. М.П. КОНЧАЛОВСКОГО ДЗМ""",7735069192,09.11.21,31.10.22,ПОЛЯКОВ АНДРЕЙ АНАТОЛЬЕВИЧИндивидуальный предприниматель,772473739973,Г МОСКВА 77,+7 (909) 662-50-88,Apolyakov-2017@mail.ru,
№ 3501712502121000008,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3501712502121000008,"1 519 399,43 ₽","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЖИЛИЩНО-КОММУНАЛЬНОЕ УПРАВЛЕНИЕ ГОРОДСКОГО ОКРУГА ИСТРА""","МБУ ""ЖКУ Г.О. ИСТРА""",5017125021,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛВС-ЛИФТ"" (ООО ""ЛВС-ЛИФТ"")",5024175337,"115230, Г МОСКВА 77, ПРОЕЗД ХЛЕБОЗАВОДСКИЙ, ДОМ 7, СТРОЕНИЕ 9, ЭТ/ПОМ/КОМ 8/XV/13",8952254510,net@net.ru,
№ 2773506919221000557,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773506919221000557,"1 450 243,58 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ М.П. КОНЧАЛОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМ. М.П. КОНЧАЛОВСКОГО ДЗМ""",7735069192,09.11.21,31.10.22,ПОЛЯКОВ АНДРЕЙ АНАТОЛЬЕВИЧИндивидуальный предприниматель,772473739973,Г МОСКВА 77,+7 (909) 662-50-88,Apolyakov-2017@mail.ru,
№ 1771011430121000074,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1771011430121000074,"11 990 247,50 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ МЕДИЦИНСКИЙ ЦЕНТР"" УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ","ФГБУ ""ДЕТСКИЙ МЕДИЦИНСКИЙ ЦЕНТР""",7710114301,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИННОВАЦИОННЫЕ ТЕХНОЛОГИИ И МАТЕРИАЛЫ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИННОВАЦИОННЫЕ ТЕХНОЛОГИИ И МАТЕРИАЛЫ"")",7734377885,"123423, Г МОСКВА 77, УЛ НАРОДНОГО ОПОЛЧЕНИЯ, ДОМ 34, СТРОЕНИЕ 1, ПОМЕЩЕНИЕ IV,КОМ82",7-495-2495544,office@innmat.ru,
№ 1773010211021000386,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1773010211021000386,"753 397,22 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ НАУЧНО-КЛИНИЧЕСКИЙ ЦЕНТР СПОРТИВНОЙ МЕДИЦИНЫ И РЕАБИЛИТАЦИИ ФЕДЕРАЛЬНОГО МЕДИКО-БИОЛОГИЧЕСКОГО АГЕНТСТВА""",ФГБУ ФНКЦСМ ФМБА РОССИИ,7730102110,08.11.21,23.01.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗДРАВСЕРВИС"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗДРАВСЕРВИС"")",7106040119,"300000, ОБЛ ТУЛЬСКАЯ 71, Г ТУЛА, УЛ СОВЕТСКАЯ, ДОМ 64, ОФИС 7",7-4872-253020,sector_tender_sales@zdravservice.ru,
№ 1772408504021000273,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1772408504021000273,"1 329 692,00 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ РЕВМАТОЛОГИИ ИМЕНИ В.А. НАСОНОВОЙ""",ФГБНУ НИИР ИМ. В.А. НАСОНОВОЙ,7724085040,08.11.21,20.02.22,СКОЛОТНЕВ РОМАН МИХАЙЛОВИЧИндивидуальный предприниматель,771120852002,- Москва 77,7-903-1037166,89031037166@mail.ru,
№ 2771777200321000076,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771777200321000076,"2 463 672,41 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА МАРЬИНА РОЩА""","ГБУ ""ЖИЛИЩНИК РАЙОНА МАРЬИНА РОЩА""",7717772003,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""М-СТАЙЛ"" (ООО ""М-СТАЙЛ"")",7715633237,"127247, Г МОСКВА 77, Ш ДМИТРОВСКОЕ, ДОМ 100, СТРОЕНИЕ 2, ЭТ/ПОМ 05/№4512",+7 (925) 496-73-26,5856520@mail.ru,
№ 3501103681921000004,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3501103681921000004,"753 244,00 ₽","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЕДИНАЯ ДЕЖУРНО-ДИСПЕТЧЕРСКАЯ СЛУЖБА ГОРОДСКОГО ОКРУГА ЕГОРЬЕВСК""","МКУ ""ЕДДС ГОРОДСКОГО ОКРУГА ЕГОРЬЕВСК""",5011036819,09.11.21,31.12.21,КЛЕПИКОВ ИВАН ВЛАДИМИРОВИЧИндивидуальный предприниматель,780159703399,Город Санкт-Петербург 78,7-812-3093942,info@ipkiv . ru,
№ 2771504923021000003,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771504923021000003,"1 793 850,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ МОЛОДЕЖНЫЙ ЭКСПЕРИМЕНТАЛЬНЫЙ ТЕАТР ПОД РУКОВОДСТВОМ ВЯЧЕСЛАВА СПЕСИВЦЕВА""","ГБУК Г. МОСКВЫ ""ММЭТ П/Р В.СПЕСИВЦЕВА""",7715049230,01.01.22,31.07.23,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСЭНЕРГОСБЫТ"" (АО ""МОСЭНЕРГОСБЫТ"")",7736520080,"117312, Г МОСКВА 77, УЛ ВАВИЛОВА, 9",+7 (499) 550-03-33,zhigovskaya_eg@mosenergosbyt.ru,
№ 3502919455921000006,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3502919455921000006,"645 460,00 ₽","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 74 ""ОДУВАНЧИК""","МБДОУ № 74 ""ОДУВАНЧИК""",5029194559,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОПРОДУКТ"" (ООО ""ЭКОПРОДУКТ"")",7743164315,"125212, Г МОСКВА 77, Б-Р КРОНШТАДТСКИЙ, ДОМ 7А, СТРОЕНИЕ 1, ПОМЕЩЕНИЕ I КОМНАТА 26",7-916-6776703,ekoproduktooo@yandex.ru,
№ 2502727861221000335,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2502727861221000335,"1 734 700,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ЛЮБЕРЕЦКАЯ ОБЛАСТНАЯ БОЛЬНИЦА""","ГБУЗ МО ""ЛОБ""",5027278612,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДСПЕКТР"" (ООО ""МЕДСПЕКТР"")",9731074903,"121353, Г. МОСКВА 77, Ш. СКОЛКОВСКОЕ, Д. 31, СТР. 2, ЭТАЖ 4 ПОМ. I КОМ.18",7-499-4902923,ooo.medspectr@gmail.com,
№ 1771412589721000087,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1771412589721000087,"256 846 140,00 ₽","ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ""ЦЕНТРАЛЬНАЯ РОССИЯ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""","ФКУ ""ЦЕНТРАВТОМАГИСТРАЛЬ""",7714125897,08.11.21,24.08.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВМЕСТНОЕ ПРЕДПРИЯТИЕ ""АВТОБАН"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВМЕСТНОЕ ПРЕДПРИЯТИЕ ""АВТОБАН"")",7716106272,"119049, Г МОСКВА 77, ПЕР 4-Й ДОБРЫНИНСКИЙ, ДОМ 8, ЭТ Т1 ПОМ I КОМ 7,8",7-495-6265116,mail@autobahn-group.com,
№ 3502910094521000007,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3502910094521000007,"785 498,00 ₽","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЦЕНТР РАЗВИТИЯ РЕБЁНКА - ДЕТСКИЙ САД №57 ""ПОЧЕМУЧКА""","МБДОУ №57 ""ПОЧЕМУЧКА""",5029100945,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОПРОДУКТ"" (ООО ""ЭКОПРОДУКТ"")",7743164315,"125212, Г МОСКВА 77, Б-Р КРОНШТАДТСКИЙ, ДОМ 7А, СТРОЕНИЕ 1, ПОМЕЩЕНИЕ I КОМНАТА 26",7-916-6776703,ekoproduktooo@yandex.ru,
№ 3502910094521000006,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3502910094521000006,"1 745 257,86 ₽","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЦЕНТР РАЗВИТИЯ РЕБЁНКА - ДЕТСКИЙ САД №57 ""ПОЧЕМУЧКА""","МБДОУ №57 ""ПОЧЕМУЧКА""",5029100945,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОДПОСТАВКА"" (ООО ""ПРОДПОСТАВКА"")",5038116797,"141290, ОБЛ МОСКОВСКАЯ 50, Г КРАСНОАРМЕЙСК, УЛ ЛЕРМОНТОВА, ДОМ 2, ОФИС  47",7-496-5382247,Prodpost2@yandex.ru,
№ 2772009352321001241,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772009352321001241,"2 957 665,10 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ КЛИНИЧЕСКИЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР ИМЕНИ А.С. ЛОГИНОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",ГБУЗ МКНЦ ИМЕНИ А.С. ЛОГИНОВА ДЗМ,7720093523,09.11.21,31.07.22,ЗАЙЦЕВА ОЛЬГА ИВАНОВНАИндивидуальный предприниматель,772030046962,Г МОСКВА 77,+7 (891) 684-58-39,zaycevaoliv@yandex.ru,
№ 2772009352321001240,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772009352321001240,"1 116 735,60 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ КЛИНИЧЕСКИЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР ИМЕНИ А.С. ЛОГИНОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",ГБУЗ МКНЦ ИМЕНИ А.С. ЛОГИНОВА ДЗМ,7720093523,09.11.21,30.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИКС-ФАРМ"" (ООО ""ИКС-ФАРМ"")",7734435625,"123154, Г МОСКВА 77, Б-Р ГЕНЕРАЛА КАРБЫШЕВА, ДОМ 8, СТРОЕНИЕ 3, КОМНАТА 22",+7 (749) 946-05-66,mail@x-pharm.ru,
№ 2772009352321001238,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772009352321001238,"2 999 850,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ КЛИНИЧЕСКИЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР ИМЕНИ А.С. ЛОГИНОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",ГБУЗ МКНЦ ИМЕНИ А.С. ЛОГИНОВА ДЗМ,7720093523,09.11.21,29.04.22,КОМАРОВА НАДЕЖДА ПАВЛОВНАИндивидуальный предприниматель,771540111053,Г МОСКВА 77,+7 (915) 040-32-52,npk-mti@bk.ru,
№ 1772912206321000466,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1772912206321000466,"594 000,00 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КЛИНИЧЕСКАЯ БОЛЬНИЦА №1"" УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ","ФГБУ ""КЛИНИЧЕСКАЯ БОЛЬНИЦА №1""",7729122063,08.11.21,28.02.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕКТР"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕКТР"")",3666123642,"394055, ОБЛ ВОРОНЕЖСКАЯ 36, Г ВОРОНЕЖ, УЛ ДЕПУТАТСКАЯ, 3",7-4732-264777,spektr.vrn@mail.ru,
№ 3501102549321000121,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3501102549321000121,"780 439,95 ₽","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЕГОРЬЕВСКАЯ СЛУЖБА ЕДИНОГО ЗАКАЗЧИКА""","МКУ ""ЕСЕЗ""",5011025493,09.11.21,31.12.21,БРЫКОВ АЛЕКСЕЙ ВЛАДИМИРОВИЧИндивидуальный предприниматель,501103039301,"ОБЛ МОСКОВСКАЯ 50, Г ЕГОРЬЕВСК, Д ЮРЦОВО",8-916-9677661,brikovav@yandex.ru,
№ 1771708789721000166,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1771708789721000166,"579 600,00 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""УЧЕБНО-МЕТОДИЧЕСКИЙ ЦЕНТР ПО ОБРАЗОВАНИЮ НА ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ""","ФГБУ ДПО ""УМЦ ЖДТ""",7717087897,08.11.21,15.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОФД-СОФТЛАЙН"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОФД-СОФТЛАЙН"")",3662242293,"394026, ОБЛ ВОРОНЕЖСКАЯ 36, Г ВОРОНЕЖ, ПР-КТ МОСКОВСКИЙ, ДОМ 11, ПОМЕЩЕНИЕ I В ЛИТ. 6А, ОФИС 138",7-920-2251313,info@ofdsoftline.ru,
№ 1666302589021000498,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1666302589021000498,"677 266,52 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ФТИЗИОПУЛЬМОНОЛОГИИ И ИНФЕКЦИОННЫХ ЗАБОЛЕВАНИЙ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","ФГБУ ""НМИЦ ФПИ"" МИНЗДРАВА РОССИИ",6663025890,08.11.21,21.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТЛАНТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТЛАНТ"")",7728496764,"117420, Г. МОСКВА 77, УЛ. НАМЁТКИНА, Д. 14, К. 1, ЭТАЖ 4 ПОМЕЩ/КАБ I/409",8-925-8492371,ooo_atlant20@bk.ru,
№ 1770730665221000138,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770730665221000138,"858 462,17 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАУЧНЫЙ ЦЕНТР ЭКСПЕРТИЗЫ СРЕДСТВ МЕДИЦИНСКОГО ПРИМЕНЕНИЯ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","ФГБУ ""НЦЭСМП"" МИНЗДРАВА РОССИИ",7707306652,08.11.21,14.02.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНАЛИТИЧЕСКАЯ МАНУФАКТУРА"" (ООО ""АНАЛИТИЧЕСКАЯ МАНУФАКТУРА"")",9701098128,"121108, Г МОСКВА 77, Ш РУБЛЁВСКОЕ, ДОМ 9, ЭТ/ПОМ/КОМ 1/I/10Б",+7 (495) 252-05-08,analytical_manufaktory@mail.ru,
№ 2773701276221000057,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773701276221000057,"4 060 000,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ГОРОДА МОСКВЫ ""ГОСУДАРСТВЕННЫЙ ИСТОРИКО-АРХИТЕКТУРНЫЙ, ХУДОЖЕСТВЕННЫЙ И ЛАНДШАФТНЫЙ МУЗЕЙ-ЗАПОВЕДНИК ""ЦАРИЦЫНО""","ГБУК Г. МОСКВЫ ""ГМЗ ""ЦАРИЦЫНО""",7737012762,09.11.21,30.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАЙНАРТВЭЙ"" (ООО ""ФАЙНАРТВЭЙ"")",7727648559,"113042, Г МОСКВА 77, УЛ СКОБЕЛЕВСКАЯ, 1",+7 (495) 778-63-86,info@fineartway.ru,
№ 2771434324621000079,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771434324621000079,"1 372 000,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА БЕГОВОЙ""","ГБУ ""ЖИЛИЩНИК РАЙОНА БЕГОВОЙ""",7714343246,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАНТЭК XX1"" (ООО  ""ГРАНТЭК XX1"")",3420011748,"111622, Г МОСКВА 77, УЛ БОЛЬШАЯ КОСИНСКАЯ, ДОМ 27, КОРПУС 16, ОФИС  410,413",+7 (495) 700-71-08,132@grantek.ru,
№ 3502910078321000003,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3502910078321000003,"655 935,84 ₽","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ КОМБИНИРОВАННОГО ВИДА ДЕТСКИЙ САД № 50 ""ЗОРЕНЬКА""","МБДОУ № 50 ""ЗОРЕНЬКА""",5029100783,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМБИНАТ ДЕТСКОГО ПИТАНИЯ"" (ООО ""КДП"")",5018201973,"141091, ОБЛ МОСКОВСКАЯ 50, Г КОРОЛЁВ, ТУП ГАРАЖНЫЙ (ЮБИЛЕЙНЫЙ МКР), ДОМ 5, ОФИС 3",7-498-3004018,Kdp2023@yandex.ru,
№ 3507901354321000010,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3507901354321000010,"1 500 000,00 ₽",МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ ГОРОДСКОГО ОКРУГА ШАХОВСКАЯ,МКУ ОДОМС,5079013543,08.11.21,31.01.22,НИКИТИН ГРИГОРИЙ ЮРЬЕВИЧИндивидуальный предприниматель,471203686209,"ОБЛ МОСКОВСКАЯ 50, РАБОЧИЙ ПО ШАХОВСКАЯ, Д ПЛЕНИЦИНО",7925-500-27-02,adm.ramene@yandex.ru,
