Реестровый номер контракта,Ссылка на контракт,Цена контракта,Полное наименование заказчика,Сокращенное наименование заказчика,ИНН,Дата начала исполнения контракта,Дата окончания исполнения контракта,Наименование поставщика,ИНН поставщика,Адрес поставщика,Телефон поставщика,Почта Поставщика,
№ 2772276542821000797,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772276542821000797,"2 974 056,21 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ПО ЭКСПЛУАТАЦИИ И РЕМОНТУ ИНЖЕНЕРНЫХ СООРУЖЕНИЙ ""ГОРМОСТ""","ГБУ ""ГОРМОСТ""",7722765428,08.11.21,30.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВСЕ ДЛЯ ГОРОДА"" (ООО ""ВСЕ ДЛЯ ГОРОДА"")",7743084638,"115516, Г. МОСКВА 77, УЛ. БЕХТЕРЕВА, Д. 51, К. 2, ПОМЕЩ./КОМ. I/2 РМ 2/1",+7 (495) 988-64-73,rs281@mail.ru,
№ 3507100002021000049,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3507100002021000049,"640 330,95 ₽",АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ЛОТОШИНО МОСКОВСКОЙ ОБЛАСТИ,АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ЛОТОШИНО,5071000020,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УТРЕННЯЯ ЗВЕЗДА"" (ООО ""УТРЕННЯЯ ЗВЕЗДА"")",5004001580,"143600, ОБЛ МОСКОВСКАЯ 50, Г ВОЛОКОЛАМСК, ПЛ ОКТЯБРЬСКАЯ, 1/2",8496-362-44-40,zvezdaapt2010@yandex.ru,
№ 1773310856921001159,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1773310856921001159,"2 400 000,00 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ МЕДИКО-ХИРУРГИЧЕСКИЙ ЦЕНТР ИМЕНИ Н.И.ПИРОГОВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","ФГБУ ""НМХЦ ИМ. Н.И. ПИРОГОВА"" МИНЗДРАВА РОССИИ",7733108569,08.11.21,28.02.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛЕМЕНТ М"" (ООО ""ЭЛЕМЕНТ М"")",7703459753,"121069, Г МОСКВА 77, ПЕР СТОЛОВЫЙ, ДОМ 6, ЭТ 2 ОФ 220",89251687890,elementmed@yandex.ru,
№ 1772912206321000470,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1772912206321000470,"2 397 500,00 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КЛИНИЧЕСКАЯ БОЛЬНИЦА №1"" УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ","ФГБУ ""КЛИНИЧЕСКАЯ БОЛЬНИЦА №1""",7729122063,09.11.21,28.02.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИЦИНСКАЯ КОМПАНИЯ ""ВЫСОКИЕ ТЕХНОЛОГИИ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИЦИНСКАЯ КОМПАНИЯ ""ВЫСОКИЕ ТЕХНОЛОГИИ"")",7730683112,"123298, Г МОСКВА 77, УЛ МАРШАЛА БИРЮЗОВА, ДОМ 1, КОРПУС 1, ЭТ 3 ПОМ I КОМ 5/307",7-925-0084078,info@z-group-trade.ru,
№ 2507400104721000121,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2507400104721000121,"2 360 504,56 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ВОРОНОВСКАЯ БОЛЬНИЦА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ВОРОНОВСКАЯ БОЛЬНИЦА ДЗМ""",5074001047,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙАРТ"" (ООО ""СТРОЙАРТ"")",7751153772,"108808, Г МОСКВА 77, ПОС. ПЕРВОМАЙСКОЕ, П ПЕРВОМАЙСКОЕ, УЛ ЦЕНТРАЛЬНАЯ, ДОМ 34, ПОМЕЩЕНИЕ 37",+7 (495) 643-39-54,zakaz-okon@list.ru,
№ 2772276542821000796,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772276542821000796,"990 252,38 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ПО ЭКСПЛУАТАЦИИ И РЕМОНТУ ИНЖЕНЕРНЫХ СООРУЖЕНИЙ ""ГОРМОСТ""","ГБУ ""ГОРМОСТ""",7722765428,08.11.21,30.06.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕКАС ПРОДЖЕКТ АРХИТЕКТУРА И ДИЗАЙН"" (ООО ""НП АРХИТЕКТУРА И ДИЗАЙН"")",5003118627,"142703, ОБЛ МОСКОВСКАЯ 50, Г ВИДНОЕ, УЛ СТРОИТЕЛЬНАЯ, ДОМ 3, ПОМЕЩЕНИЕ 14",+7 (925) 050-19-14,nekasproject@gmail.com,
№ 3503008338821000022,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3503008338821000022,"626 228,00 ₽","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР ПРЕДОСТАВЛЕНИЯ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ УСЛУГ НАРО-ФОМИНСКОГО ГОРОДСКОГО ОКРУГА""",МКУ МФЦ НАРО-ФОМИНСКОГО ГОРОДСКОГО ОКРУГА,5030083388,08.11.21,16.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИЗНЕС КЛАСС"" (ООО ""БИЗНЕС КЛАСС"")",7725398078,"115191, Г МОСКВА 77, УЛ БОЛЬШАЯ ТУЛЬСКАЯ, ДОМ 2, КВАРТИРА 425",7-499-6580800,busnessclass2017@mail.ru,
№ 2772276542821000795,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772276542821000795,"4 750 000,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ПО ЭКСПЛУАТАЦИИ И РЕМОНТУ ИНЖЕНЕРНЫХ СООРУЖЕНИЙ ""ГОРМОСТ""","ГБУ ""ГОРМОСТ""",7722765428,08.11.21,30.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМ"" (ООО""ТОРГОВЫЙ ДОМ"")",9728014037,"117246, Г МОСКВА 77, ПРОЕЗД НАУЧНЫЙ, ДОМ 19, ЭТ/КОМ/ОФ 2/6Д/360",+7 (925) 553-64-08,ooootd@mail.ru,
№ 2500104093621000206,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2500104093621000206,"2 253 010,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСКОВСКИЙ ОБЛАСТНОЙ ПЕРИНАТАЛЬНЫЙ ЦЕНТР""","ГБУЗ МО ""МОПЦ""",5001040936,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛАБОМЕТ"" (ООО ""ЛАБОМЕТ"")",7726467694,"117556, Г МОСКВА 77, УЛ БОЛОТНИКОВСКАЯ, ДОМ 11, КОРПУС 1, ЭТ 2 ПОМ VI КОМ 4",7-985-1344582,labomet@mail.ru,
№ 2772276542821000794,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772276542821000794,"565 523,67 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ПО ЭКСПЛУАТАЦИИ И РЕМОНТУ ИНЖЕНЕРНЫХ СООРУЖЕНИЙ ""ГОРМОСТ""","ГБУ ""ГОРМОСТ""",7722765428,08.11.21,30.12.21,АРТАМОНОВ МИХАИЛ ДМИТРИЕВИЧИндивидуальный предприниматель,524708473375,"ОБЛ МОСКОВСКАЯ 50, Г МЫТИЩИ",+7 (916) 051-47-43,stgmd@ya.ru,
№ 2772276542821000792,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772276542821000792,"1 558 905,74 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ПО ЭКСПЛУАТАЦИИ И РЕМОНТУ ИНЖЕНЕРНЫХ СООРУЖЕНИЙ ""ГОРМОСТ""","ГБУ ""ГОРМОСТ""",7722765428,01.01.22,25.12.22,ГЛАЗОВ ВАДИМ АЛЕКСЕЕВИЧИндивидуальный предприниматель,770871043050,Г МОСКВА 77,+7 (916) 623-20-25                            _,vadim@mail.ru,
№ 1772912206321000471,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1772912206321000471,"1 500 000,00 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КЛИНИЧЕСКАЯ БОЛЬНИЦА №1"" УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ","ФГБУ ""КЛИНИЧЕСКАЯ БОЛЬНИЦА №1""",7729122063,09.11.21,28.02.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФОРТОПЕДИЯ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФОРТОПЕДИЯ"")",5433974027,"630559, ОБЛ НОВОСИБИРСКАЯ 54, РАБОЧИЙ ПО КОЛЬЦОВО, УЛ ТЕХНОПАРКОВАЯ, ДОМ 10, ОФИС 208",7-495-2300584,proforta@mail.ru,
№ 2772276542821000790,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772276542821000790,"1 054 054,39 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ПО ЭКСПЛУАТАЦИИ И РЕМОНТУ ИНЖЕНЕРНЫХ СООРУЖЕНИЙ ""ГОРМОСТ""","ГБУ ""ГОРМОСТ""",7722765428,08.11.21,30.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВСЕ ДЛЯ ГОРОДА"" (ООО ""ВСЕ ДЛЯ ГОРОДА"")",7743084638,"115516, Г. МОСКВА 77, УЛ. БЕХТЕРЕВА, Д. 51, К. 2, ПОМЕЩ./КОМ. I/2 РМ 2/1",+7 (495) 988-64-73,rs281@mail.ru,
№ 2772494154121000071,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772494154121000071,"2 578 680,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА БИРЮЛЕВО ВОСТОЧНОЕ""","ГБУ ""ЖИЛИЩНИК РАЙОНА БИРЮЛЕВО ВОСТОЧНОЕ""",7724941541,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРТЕМ ТУЛС"" (ООО ""АРТЕМ ТУЛС"")",9701078957,"121609, Г МОСКВА 77, УЛ ОСЕННЯЯ, ДОМ 23, ЭТ 9 П I-957 К 34 ОФ 18",+7 (495) 989-84-19,artemtools@mail.ru,
№ 2772276542821000788,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772276542821000788,"1 067 625,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ПО ЭКСПЛУАТАЦИИ И РЕМОНТУ ИНЖЕНЕРНЫХ СООРУЖЕНИЙ ""ГОРМОСТ""","ГБУ ""ГОРМОСТ""",7722765428,08.11.21,30.12.21,ГУБАЙДУЛИН АЛЕКСАНДР ЮРЬЕВИЧИндивидуальный предприниматель,505002341111,"ОБЛ МОСКОВСКАЯ 50, Г ПУШКИНО, П ЧЕЛЮСКИНСКИЙ",+7 (985) 786-00-36,predsedatel007@yandex.ru,
№ 2772276542821000787,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772276542821000787,"1 071 160,12 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ПО ЭКСПЛУАТАЦИИ И РЕМОНТУ ИНЖЕНЕРНЫХ СООРУЖЕНИЙ ""ГОРМОСТ""","ГБУ ""ГОРМОСТ""",7722765428,08.11.21,30.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВСЕ ДЛЯ ГОРОДА"" (ООО ""ВСЕ ДЛЯ ГОРОДА"")",7743084638,"115516, Г. МОСКВА 77, УЛ. БЕХТЕРЕВА, Д. 51, К. 2, ПОМЕЩ./КОМ. I/2 РМ 2/1",+7 (495) 988-64-73,rs281@mail.ru,
№ 3507403198021000026,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3507403198021000026,"539 092,80 ₽",АДМИНИСТРАЦИЯ ПОСЕЛЕНИЯ РЯЗАНОВСКОЕ,,5074031980,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВГ КОНСАЛТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВГ КОНСАЛТ"")",7706615094,"129085, Г МОСКВА 77, ПР-КТ МИРА, ДОМ 101, СТРОЕНИЕ 1, ЭТ 2 КОМ 12",7-495-1457484,veda@vgconsult.ru,
№ 1772912206321000469,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1772912206321000469,"650 000,00 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КЛИНИЧЕСКАЯ БОЛЬНИЦА №1"" УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ","ФГБУ ""КЛИНИЧЕСКАЯ БОЛЬНИЦА №1""",7729122063,09.11.21,28.02.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИМАРКО"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИМАРКО"")",7731447301,"121357, Г МОСКВА 77, УЛ ВЕРЕСАЕВА, 8",7-495-6445053,medimarco@medimarco.ru,
№ 1770641334821000265,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770641334821000265,"2 087 973,44 ₽","ГОСУДАРСТВЕННАЯ КОРПОРАЦИЯ ПО АТОМНОЙ ЭНЕРГИИ ""РОСАТОМ""","ГОСКОРПОРАЦИЯ ""РОСАТОМ""",7706413348,09.11.21,17.03.24,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦБРОНЕКОНСТРУКЦИИ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦБРОНЕКОНСТРУКЦИИ"")",7724864551,"140100, ОБЛ МОСКОВСКАЯ 50, Г РАМЕНСКОЕ, УЛ МИХАЛЕВИЧА, СТРОЕНИЕ 154, ПОМЕЩЕНИЕ 11",8-495-7263090,infosbk@mail.ru,
№ 2772505213621000052,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772505213621000052,"633 149,60 ₽",ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ № 16 ДЕПАРТАМЕНТА ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ ГОРОДА МОСКВЫ,ГБУ ПНИ № 16,7725052136,08.11.21,31.12.21,ПРЕЙДА МАРИЯ ВАСИЛЬЕВНАИндивидуальный предприниматель,27417834879,"ОБЛ МОСКОВСКАЯ 50, Г ОДИНЦОВО, С ЮДИНО",+7 (917) 345-14-14,ufapostavka@mail.ru,
№ 1772912206321000468,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1772912206321000468,"1 500 000,00 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КЛИНИЧЕСКАЯ БОЛЬНИЦА №1"" УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ","ФГБУ ""КЛИНИЧЕСКАЯ БОЛЬНИЦА №1""",7729122063,09.11.21,28.02.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИМАРКО"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИМАРКО"")",7731447301,"121357, Г МОСКВА 77, УЛ ВЕРЕСАЕВА, 8",7-495-6445053,medimarco@medimarco.ru,
№ 2770769540921000035,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770769540921000035,"2 997 584,50 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ КОНТРОЛЬНО-МОНИТОРИНГОВЫЙ ЦЕНТР НЕДВИЖИМОСТИ""","ГБУ ""МКМЦН""",7707695409,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ЧАСТНОЕ ОХРАННОЕ ПРЕДПРИЯТИЕ ""БАЯРД-ПУЛЬТОВАЯ ОХРАНА"" (ООО ""ЧОП ""БАЯРД-ПУЛЬТОВАЯ ОХРАНА"")",7722593458,"109542, Г МОСКВА 77, ПР-КТ РЯЗАНСКИЙ, ДОМ 86/1, СТРОЕНИЕ 1, ЭТ 5 КАБ 5",+7 (495) 777-13-24,lastochkin.rn@bayard-security.ru,
№ 3507403198021000025,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3507403198021000025,"11 194 442,87 ₽",АДМИНИСТРАЦИЯ ПОСЕЛЕНИЯ РЯЗАНОВСКОЕ,,5074031980,10.11.21,25.01.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКВА"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКВА"")",7727831113,"117628, Г МОСКВА 77, Б-Р ДМИТРИЯ ДОНСКОГО, ДОМ 8, КВАРТИРА 227",7-985-9204147,akva5270027@yandex.ru,
№ 2500506424721000299,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2500506424721000299,"1 496 694,07 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ВОСКРЕСЕНСКАЯ ПЕРВАЯ РАЙОННАЯ БОЛЬНИЦА""","ГБУЗ МО ""ВПРБ""",5005064247,01.01.22,31.12.22,СКВОРЦОВ АЛЕКСЕЙ БОРИСОВИЧИндивидуальный предприниматель,502203172387,"ОБЛ МОСКОВСКАЯ 50, Г КОЛОМНА",7-916-1351735,korz588@deltatrd.ru,
№ 3500900589121000266,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3500900589121000266,"10 518 000,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ДОМОДЕДОВСКАЯ ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ БОЛЬНИЦА""","ГБУЗ МО ""ДЦГБ""",5009005891,08.11.21,31.01.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУКА ПЦР"" (ООО ""НАУКА ПЦР"")",6316198397,"443068, ОБЛ САМАРСКАЯ 63, Г САМАРА, УЛ НОВО-САДОВАЯ, 106, КОРПУС 82, ОФИС 28",7-846-2777703,tender@naykamed.ru,
№ 3502200139921000172,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3502200139921000172,"556 632,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""КОЛОМЕНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""","ГБУЗ МО ""КЦРБ""",5022001399,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВК СНАБ"" (ООО ""АВК СНАБ"")",7705291552,"115035, Г. МОСКВА 77, НАБ. КОСМОДАМИАНСКАЯ, Д. 4/22, К. Б, ЭТАЖ/ПОМ. 1/VIII КОМ./ОФИС 9/78",7-929-5571948,info@it-alpha.ru,
№ 1772912206321000467,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1772912206321000467,"1 500 000,00 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КЛИНИЧЕСКАЯ БОЛЬНИЦА №1"" УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ","ФГБУ ""КЛИНИЧЕСКАЯ БОЛЬНИЦА №1""",7729122063,09.11.21,28.02.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФОРТОПЕДИЯ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФОРТОПЕДИЯ"")",5433974027,"630559, ОБЛ НОВОСИБИРСКАЯ 54, РАБОЧИЙ ПО КОЛЬЦОВО, УЛ ТЕХНОПАРКОВАЯ, ДОМ 10, ОФИС 208",7-495-2300584,proforta@mail.ru,
№ 2772407087021001284,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772407087021001284,"735 915,66 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ С.С. ЮДИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМ. С.С. ЮДИНА ДЗМ""",7724070870,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЛЕОМЕД ПЛЮС"" (ООО ""КЛЕОМЕД ПЛЮС"")",7720475378,"111141, Г МОСКВА 77, УЛ ПЛЕХАНОВА, ДОМ 17, ЭТ 3 ОФ 307Е",+7 (925) 987-21-88,kleomed.plus@mail.ru,
№ 2772407087021001283,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772407087021001283,"1 483 571,11 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ С.С. ЮДИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМ. С.С. ЮДИНА ДЗМ""",7724070870,09.11.21,31.12.21,КУЗНЕЦОВ АРТЕМ ИГОРЕВИЧИндивидуальный предприниматель,631902289998,"ОБЛ САМАРСКАЯ 63, Г САМАРА",+7 (916) 536-36-35,romadik@mail.ru,
№ 2771047479121000148,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771047479121000148,"7 132 982,38 ₽","ДЕПАРТАМЕНТ ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ, ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ И ПОЖАРНОЙ БЕЗОПАСНОСТИ ГОРОДА МОСКВЫ",ДЕПАРТАМЕНТ ГОЧСИПБ,7710474791,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЮРО ТЕХНОЛОГИЙ БЕЗОПАСНОСТИ"" (ООО ""БТБ"")",7730205821,"125252, Г МОСКВА 77, УЛ 3-Я ПЕСЧАНАЯ, ДОМ 2А, ПОМЕЩЕНИЕ NE1028А",+7 (495) 150-13-02,info@saftechburo.com,
